S.No.,State Code,State Name,District Code,District Name
702,9,Uttar Pradesh,130,Bareilly
703,9,Uttar Pradesh,131,Basti
704,9,Uttar Pradesh,179,Bhadohi
705,9,Uttar Pradesh,132,Bijnor
706,9,Uttar Pradesh,133,Budaun
707,9,Uttar Pradesh,134,Bulandshahr
708,9,Uttar Pradesh,135,Chandauli
709,9,Uttar Pradesh,136,Chitrakoot
710,9,Uttar Pradesh,137,Deoria
711,9,Uttar Pradesh,138,Etah
712,9,Uttar Pradesh,139,Etawah
713,9,Uttar Pradesh,141,Farrukhabad
714,9,Uttar Pradesh,142,Fatehpur
715,9,Uttar Pradesh,143,Firozabad
716,9,Uttar Pradesh,144,Gautam Buddha Nagar
717,9,Uttar Pradesh,145,Ghaziabad
718,9,Uttar Pradesh,146,Ghazipur
719,9,Uttar Pradesh,147,Gonda
720,9,Uttar Pradesh,148,Gorakhpur
721,9,Uttar Pradesh,149,Hamirpur
722,9,Uttar Pradesh,661,Hapur
723,9,Uttar Pradesh,150,Hardoi
724,9,Uttar Pradesh,163,Hathras
725,9,Uttar Pradesh,151,Jalaun
726,9,Uttar Pradesh,152,Jaunpur
727,9,Uttar Pradesh,153,Jhansi
728,9,Uttar Pradesh,155,Kannauj
729,9,Uttar Pradesh,156,Kanpur Dehat
730,9,Uttar Pradesh,157,Kanpur Nagar
731,9,Uttar Pradesh,633,Kasganj
732,9,Uttar Pradesh,158,Kaushambi
733,9,Uttar Pradesh,159,Kheri
734,9,Uttar Pradesh,160,Kushinagar
735,9,Uttar Pradesh,161,Lalitpur
736,9,Uttar Pradesh,162,Lucknow
737,9,Uttar Pradesh,165,Mahoba
738,9,Uttar Pradesh,164,Mahrajganj
739,9,Uttar Pradesh,166,Mainpuri
740,9,Uttar Pradesh,167,Mathura
741,9,Uttar Pradesh,168,Mau
742,9,Uttar Pradesh,169,Meerut
743,9,Uttar Pradesh,170,Mirzapur
744,9,Uttar Pradesh,171,Moradabad
745,9,Uttar Pradesh,172,Muzaffarnagar
746,9,Uttar Pradesh,173,Pilibhit
747,9,Uttar Pradesh,174,Pratapgarh
748,9,Uttar Pradesh,120,Prayagraj
749,9,Uttar Pradesh,175,Rae Bareli
750,9,Uttar Pradesh,176,Rampur
751,9,Uttar Pradesh,177,Saharanpur
752,9,Uttar Pradesh,659,Sambhal
753,9,Uttar Pradesh,178,Sant Kabir Nagar
754,9,Uttar Pradesh,180,Shahjahanpur
755,9,Uttar Pradesh,660,Shamli
756,9,Uttar Pradesh,181,Shrawasti
757,9,Uttar Pradesh,182,Siddharthnagar
758,9,Uttar Pradesh,183,Sitapur
759,9,Uttar Pradesh,184,Sonbhadra
760,9,Uttar Pradesh,185,Sultanpur
761,9,Uttar Pradesh,186,Unnao
762,9,Uttar Pradesh,187,Varanasi
763,19,West Bengal,664,Alipurduar
764,19,West Bengal,305,Bankura
765,19,West Bengal,307,Birbhum
766,19,West Bengal,308,Cooch Behar
767,19,West Bengal,310,Dakshin Dinajpur
768,19,West Bengal,309,Darjeeling
769,19,West Bengal,312,Hooghly
770,19,West Bengal,313,Howrah
771,19,West Bengal,314,Jalpaiguri
772,19,West Bengal,703,Jhargram
773,19,West Bengal,702,Kalimpong
774,19,West Bengal,315,Kolkata
775,19,West Bengal,316,Malda
776,19,West Bengal,319,Murshidabad
777,19,West Bengal,320,Nadia
778,19,West Bengal,303,North 24 Parganas
779,19,West Bengal,704,Paschim Bardhaman
780,19,West Bengal,318,Paschim Medinipur
781,19,West Bengal,306,Purba Bardhaman
782,19,West Bengal,317,Purba Medinipur
783,19,West Bengal,321,Purulia
784,19,West Bengal,304,South 24 Parganas
785,19,West Bengal,311,Uttar Dinajpur
,,,,
1/29/2025 17:08,,,,
